ID,NAME,GP,PTS,W,L,WIN%,FG%,3P%,FT%,OREB,DREB,REB,AST,TOV,+/-,OFF RATING,DEF RATING,NET RATING,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PIE
1610612737,Atlanta Hawks,82,103.4,24,58,29.299999999999997,44.6,36.0,78.5,9.1,32.8,41.9,23.7,15.5,-5.5,104.4,110.1,-5.7,62.2,1.53,17.6,26.3,71.89999999999999,48.9,15.7,51.2,54.7,46.800000000000004
1610612738,Boston Celtics,82,104.0,55,27,67.10000000000001,45.0,37.7,77.10000000000001,9.4,35.1,44.5,22.5,14.0,3.6,106.8,103.2,3.6,58.599999999999994,1.6,17.0,26.3,73.9,50.4,14.399999999999999,51.800000000000004,55.2,51.9
1610612751,Brooklyn Nets,82,106.6,28,54,34.1,44.1,35.6,77.2,9.7,34.8,44.4,23.7,15.2,-3.7,106.1,109.7,-3.6,61.9,1.56,17.3,25.1,73.1,48.9,15.1,51.4,55.1,47.4
1610612766,Charlotte Hornets,82,108.2,36,46,43.9,45.0,36.9,74.7,10.1,35.4,45.5,21.6,12.7,0.3,109.0,109.0,-0.1,55.400000000000006,1.7,16.1,27.1,76.3,51.2,12.8,50.8,54.900000000000006,50.0
1610612741,Chicago Bulls,82,102.9,27,55,32.9,43.5,35.5,75.9,9.6,35.0,44.7,23.5,14.0,-7.0,103.4,110.5,-7.0,60.699999999999996,1.68,17.3,25.6,76.7,50.0,14.099999999999998,49.7,52.900000000000006,45.300000000000004
1610612739,Cleveland Cavaliers,82,110.9,50,32,61.0,47.599999999999994,37.2,77.9,8.5,33.7,42.1,23.4,13.7,0.9,112.0,111.1,1.0,57.9,1.7,17.5,24.3,73.0,49.2,13.900000000000002,54.7,58.4,50.2
1610612742,Dallas Mavericks,82,102.3,24,58,29.299999999999997,44.4,36.0,76.3,8.1,33.1,41.3,22.7,12.3,-3.0,105.4,108.4,-2.9,59.4,1.85,17.3,22.400000000000002,74.9,47.8,12.7,51.300000000000004,54.400000000000006,47.5
1610612743,Denver Nuggets,82,110.0,46,36,56.10000000000001,47.0,37.1,76.7,11.0,33.5,44.5,25.1,15.0,1.5,111.4,110.0,1.4,61.7,1.68,18.2,30.0,73.6,51.7,15.1,53.6,56.99999999999999,51.1
1610612765,Detroit Pistons,82,103.8,39,43,47.599999999999994,45.0,37.3,74.5,10.1,33.6,43.7,22.8,13.4,-0.1,106.6,106.7,-0.1,58.199999999999996,1.7,17.1,26.900000000000002,74.0,49.9,13.8,51.2,54.300000000000004,48.9
1610612744,Golden State Warriors,82,113.5,58,24,70.7,50.3,39.1,81.5,8.4,35.1,43.5,29.3,15.4,6.0,112.8,106.8,5.9,68.5,1.9,20.9,24.3,71.2,49.7,15.299999999999999,56.89999999999999,60.3,55.400000000000006
