ID,NAME,GP,PTS,W,L,WIN%,FG%,3P%,FT%,OREB,DREB,REB,AST,TOV,+/-,OFF RATING,DEF RATING,NET RATING,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PIE
1610612737,Atlanta Hawks,82,103.2,43,39,52.400000000000006,45.1,34.1,72.8,10.3,34.1,44.3,23.6,15.8,-0.9,104.5,105.2,-0.7,62.1,1.5,17.4,28.199999999999996,71.7,50.2,16.0,50.4,54.1,50.6
1610612738,Boston Celtics,82,108.0,53,29,64.60000000000001,45.4,35.9,80.7,9.1,32.9,42.0,25.2,13.3,2.6,110.6,108.0,2.6,65.3,1.9,18.8,25.900000000000002,70.5,48.5,13.600000000000001,52.5,56.699999999999996,51.4
1610612751,Brooklyn Nets,82,105.8,20,62,24.4,44.4,33.800000000000004,78.8,8.8,35.1,43.9,21.4,16.5,-6.7,103.6,110.1,-6.5,56.599999999999994,1.29,15.9,24.099999999999998,71.6,48.3,16.2,50.7,55.1,46.0
1610612766,Charlotte Hornets,82,104.9,36,46,43.9,44.2,35.099999999999994,81.5,8.8,34.8,43.6,23.1,11.5,0.2,108.4,108.4,0.0,61.1,2.01,17.6,24.7,74.9,49.6,11.899999999999999,50.1,54.7,50.5
1610612741,Chicago Bulls,82,102.9,41,41,50.0,44.4,34.0,79.80000000000001,12.2,34.1,46.3,22.6,13.6,0.4,106.5,106.2,0.3,58.4,1.66,16.8,31.1,73.3,51.9,14.000000000000002,48.699999999999996,53.0,50.4
1610612739,Cleveland Cavaliers,82,110.3,51,31,62.2,47.0,38.4,74.8,9.3,34.4,43.7,22.7,13.7,3.2,112.8,109.7,3.1,56.699999999999996,1.66,17.1,26.400000000000002,72.2,49.9,14.000000000000002,54.7,57.99999999999999,51.0
1610612742,Dallas Mavericks,82,97.9,33,49,40.2,44.0,35.5,80.10000000000001,7.9,30.7,38.6,20.8,11.9,-2.9,104.7,107.7,-3.0,57.4,1.75,16.8,21.6,73.3,46.5,12.7,50.5,54.1,47.9
1610612743,Denver Nuggets,82,111.7,40,42,48.8,46.9,36.8,77.4,11.8,34.6,46.4,25.3,15.0,0.5,112.2,111.7,0.4,61.5,1.69,18.2,31.4,75.3,53.2,15.0,53.0,56.8,50.3
1610612765,Detroit Pistons,82,101.3,37,45,45.1,44.9,33.0,71.89999999999999,11.1,34.6,45.7,21.1,11.9,-1.1,105.3,106.7,-1.4,53.0,1.78,16.1,28.599999999999998,77.5,51.9,12.3,49.2,52.1,48.199999999999996
1610612744,Golden State Warriors,82,115.9,67,15,81.69999999999999,49.5,38.3,78.8,9.4,35.0,44.4,30.4,14.8,11.6,114.8,103.4,11.4,70.5,2.06,21.2,27.200000000000003,70.89999999999999,50.4,14.6,56.3,59.699999999999996,57.9
1610612745,Houston Rockets,82,115.3,55,27,67.10000000000001,46.2,35.699999999999996,76.6,10.9,33.5,44.4,25.2,15.1,5.8,114.1,108.4,5.7,62.6,1.67,18.1,28.1,71.7,49.9,15.0,54.50000000000001,58.3,51.6
1610612754,Indiana Pacers,82,105.1,42,40,51.2,46.5,37.6,81.0,9.0,33.0,42.0,22.5,13.8,-0.2,107.9,108.1,-0.2,57.199999999999996,1.63,17.2,25.5,71.3,48.8,14.099999999999998,51.6,55.800000000000004,50.5
1610612746,Los Angeles Clippers,82,108.7,51,31,62.2,47.5,37.5,74.5,9.0,34.0,43.0,22.5,13.0,4.3,111.8,107.5,4.4,56.99999999999999,1.74,17.2,25.6,73.3,50.1,13.3,53.7,57.4,52.7
1610612747,Los Angeles Lakers,82,104.6,26,56,31.7,45.0,34.599999999999994,75.4,11.4,32.1,43.5,20.9,15.2,-6.9,105.3,112.0,-6.7,53.2,1.38,15.6,28.4,71.7,49.4,15.299999999999999,50.1,53.7,44.6
1610612763,Memphis Grizzlies,82,100.5,43,39,52.400000000000006,43.5,35.4,78.4,10.8,32.0,42.8,21.3,12.9,0.5,107.0,106.5,0.5,58.4,1.65,16.5,29.5,73.1,50.7,13.700000000000001,49.1,53.5,50.1
1610612748,Miami Heat,82,103.2,41,41,50.0,45.5,36.5,70.6,10.6,33.0,43.6,21.2,13.4,1.1,107.4,106.4,1.0,54.400000000000006,1.58,16.3,28.4,71.8,49.9,14.000000000000002,51.2,54.1,50.0
1610612749,Milwaukee Bucks,82,103.6,42,40,51.2,47.4,37.0,76.8,8.8,31.6,40.4,24.2,14.0,-0.2,108.5,108.7,-0.2,62.4,1.73,18.5,26.0,70.6,48.699999999999996,14.6,52.7,56.49999999999999,50.4
1610612750,Minnesota Timberwolves,82,105.6,31,51,37.8,46.7,34.9,79.9,11.4,31.0,42.4,23.7,14.0,-1.1,110.0,110.9,-0.9,60.0,1.69,17.7,30.9,71.0,50.7,14.6,51.1,55.50000000000001,50.1
1610612740,New Orleans Pelicans,82,104.3,34,48,41.5,45.0,35.0,75.0,8.6,35.1,43.7,22.8,12.9,-2.1,104.7,106.8,-2.1,58.199999999999996,1.77,17.1,22.8,72.8,48.0,12.9,50.4,53.900000000000006,49.3
1610612752,New York Knicks,82,104.3,31,51,37.8,44.7,34.8,78.8,12.0,33.2,45.2,21.8,13.9,-3.7,107.1,110.7,-3.6,55.1,1.57,16.3,30.5,69.8,50.0,14.299999999999999,49.6,53.400000000000006,48.199999999999996
1610612760,Oklahoma City Thunder,82,106.6,47,35,57.3,45.2,32.7,74.5,12.2,34.4,46.6,21.0,15.0,0.8,107.9,107.1,0.8,53.2,1.4,15.5,32.300000000000004,74.2,52.800000000000004,15.2,50.0,54.0,49.9
1610612753,Orlando Magic,82,101.1,29,53,35.4,44.0,32.800000000000004,74.7,9.8,33.3,43.2,22.2,13.3,-6.6,103.7,110.3,-6.5,57.99999999999999,1.67,16.8,26.700000000000003,72.6,49.1,13.700000000000001,48.9,52.400000000000006,46.0
1610612755,Philadelphia 76ers,82,102.4,28,54,34.1,44.2,34.0,77.10000000000001,9.8,33.0,42.8,23.8,16.7,-5.7,102.7,108.2,-5.5,63.1,1.43,17.4,27.3,70.89999999999999,49.0,16.7,50.1,53.900000000000006,47.0
1610612756,Phoenix Suns,82,107.7,24,58,29.299999999999997,45.0,33.2,77.60000000000001,11.9,33.1,45.0,19.6,15.4,-5.6,106.1,111.3,-5.2,49.1,1.27,14.4,29.9,71.8,50.3,15.2,49.3,53.800000000000004,46.2
1610612757,Portland Trail Blazers,82,107.9,41,41,50.0,45.9,37.5,78.0,10.1,33.5,43.7,21.1,13.7,-0.5,109.4,110.0,-0.6,53.400000000000006,1.54,16.0,26.900000000000002,72.0,49.6,13.900000000000002,52.0,55.900000000000006,49.3
1610612758,Sacramento Kings,82,102.8,32,50,39.0,46.1,37.6,77.5,8.7,32.3,41.1,22.5,14.6,-3.9,106.6,110.8,-4.2,59.4,1.54,17.3,25.8,72.3,49.2,15.2,51.6,55.60000000000001,47.8
1610612759,San Antonio Spurs,82,105.3,61,21,74.4,46.9,39.1,79.7,10.0,33.9,43.9,23.8,13.4,7.2,110.3,102.9,7.4,60.6,1.77,18.1,28.199999999999996,73.0,51.1,14.099999999999998,52.400000000000006,56.39999999999999,55.1
1610612761,Toronto Raptors,82,106.9,51,31,62.2,46.400000000000006,36.3,79.60000000000001,10.6,32.6,43.3,18.5,12.7,4.2,111.4,107.1,4.3,47.199999999999996,1.46,14.5,29.099999999999998,71.7,50.5,13.200000000000001,51.7,56.10000000000001,51.6
1610612762,Utah Jazz,82,100.7,51,31,62.2,46.6,37.2,74.7,9.4,33.8,43.2,20.1,13.6,3.9,109.0,104.7,4.3,54.400000000000006,1.48,16.2,27.0,74.3,51.4,14.799999999999999,52.6,56.3,53.400000000000006
1610612764,Washington Wizards,82,109.2,49,33,59.8,47.5,37.2,78.4,10.3,32.6,42.9,23.9,14.2,1.8,110.4,108.8,1.7,57.699999999999996,1.68,17.6,28.599999999999998,71.6,50.1,14.299999999999999,52.800000000000004,56.39999999999999,51.1
